Robot X[m],Robot Y[m],Robot Theta[rads],Landmark X[m],Landmark Y[m],Range[m],Bearing[rads]
4.4632939,-1.7207782,1.9063,4.13634588,3.60883503,5.312,-0.279
4.4632939,-1.7207782,1.9063,3.26730988,2.52731607,4.499,-0.068
4.4632939,-1.7207782,1.9063,0.95289638,2.7093334,5.521,0.32
4.4632939,-1.7207782,1.9063,2.76327261,0.24394752,2.519,0.369
4.4588124,-1.7061833,1.9321,3.26730988,2.52731607,4.471,-0.094
4.4528269,-1.6972193,1.9924,4.6723925,0.8440939,2.333,-0.504
4.4528269,-1.6972193,1.9924,4.13634588,3.60883503,5.119,-0.362
4.4528269,-1.6972193,1.9924,3.26730988,2.52731607,4.471,-0.139
4.4528269,-1.6972193,1.9924,0.95289638,2.7093334,5.632,0.248
4.4528269,-1.6972193,1.9924,2.76327261,0.24394752,2.564,0.289
4.4454666,-1.6812491,1.9783,4.6723925,0.8440939,2.297,-0.513
4.4454666,-1.6812491,1.9783,4.13634588,3.60883503,5.028,-0.367
4.4454666,-1.6812491,1.9783,3.26730988,2.52731607,4.391,-0.152
4.4454666,-1.6812491,1.9783,2.76327261,0.24394752,2.523,0.291
4.4391107,-1.6665491,1.9835,4.6723925,0.8440939,2.279,-0.518
4.4391107,-1.6665491,1.9835,4.13634588,3.60883503,5.068,-0.372
4.4391107,-1.6665491,1.9835,3.26730988,2.52731607,4.401,-0.155
4.4391107,-1.6665491,1.9835,2.39221778,3.80018838,5.993,-0.065
4.4391107,-1.6665491,1.9835,0.95289638,2.7093334,5.521,0.243
4.4391107,-1.6665491,1.9835,2.76327261,0.24394752,2.523,0.289
4.4325559,-1.6517885,1.9906,4.6723925,0.8440939,2.27,-0.518
4.4325559,-1.6517885,1.9906,4.13634588,3.60883503,5.028,-0.371
4.4325559,-1.6517885,1.9906,3.26730988,2.52731607,4.401,-0.153
4.4325559,-1.6517885,1.9906,2.76327261,0.24394752,2.501,0.302
4.4290421,-1.641433,2.0535,4.13634588,3.60883503,4.939,-0.447
4.4290421,-1.641433,2.0535,3.26730988,2.52731607,4.334,-0.225
4.4290421,-1.641433,2.0535,2.76327261,0.24394752,2.517,0.231
4.4154468,-1.6115287,2.0689,4.13634588,3.60883503,4.854,-0.457
4.4154468,-1.6115287,2.0689,3.26730988,2.52731607,4.241,-0.245
4.4154468,-1.6115287,2.0689,2.39221778,3.80018838,5.867,-0.15
4.4154468,-1.6115287,2.0689,0.95289638,2.7093334,5.521,0.162
4.4154468,-1.6115287,2.0689,2.76327261,0.24394752,2.522,0.219
4.4048911,-1.5984066,2.0934,4.13634588,3.60883503,4.854,-0.461
4.4048911,-1.5984066,2.0934,3.26730988,2.52731607,4.269,-0.245
4.4048911,-1.5984066,2.0934,0.95289638,2.7093334,5.594,0.153
4.4048911,-1.5984066,2.0934,2.76327261,0.24394752,2.491,0.211
4.3954748,-1.5841966,2.0652,4.13634588,3.60883503,4.854,-0.463
4.3954748,-1.5841966,2.0652,3.26730988,2.52731607,4.269,-0.248
4.3954748,-1.5841966,2.0652,0.95289638,2.7093334,5.619,0.158
4.3954748,-1.5841966,2.0652,2.76327261,0.24394752,2.489,0.223
4.3851798,-1.560809,2.1921,0.95289638,2.7093334,5.521,0.053
4.3851798,-1.560809,2.1921,2.76327261,0.24394752,2.492,0.121
4.3757508,-1.5496023,2.2348,0.95289638,2.7093334,5.632,0.009
4.3512229,-1.5191285,2.2467,2.39221778,3.80018838,5.521,-0.329
4.3512229,-1.5191285,2.2467,0.91765949,0.59631939,3.927,0.333
4.3415574,-1.5066881,2.2442,0.91765949,0.59631939,3.907,0.333
4.3307443,-1.4941883,2.2385,3.26730988,2.52731607,3.883,-0.421
4.3307443,-1.4941883,2.2385,0.95289638,2.7093334,5.576,-0.003
4.3307443,-1.4941883,2.2385,2.76327261,0.24394752,2.426,0.051
4.3307443,-1.4941883,2.2385,0.91765949,0.59631939,3.889,0.338
4.3212008,-1.4811135,2.2674,2.76327261,0.24394752,2.414,0.038
4.3009467,-1.4591548,2.3221,3.26730988,2.52731607,3.712,-0.515
4.3009467,-1.4591548,2.3221,0.95289638,2.7093334,5.414,-0.099
4.3009467,-1.4591548,2.3221,2.76327261,0.24394752,2.368,-0.035
4.3009467,-1.4591548,2.3221,0.91765949,0.59631939,3.93,0.255
4.2889703,-1.4473379,2.3154,0.95289638,2.7093334,5.485,-0.091
4.2889703,-1.4473379,2.3154,2.76327261,0.24394752,2.363,-0.035
4.2889703,-1.4473379,2.3154,0.91765949,0.59631939,3.971,0.245
4.2800519,-1.4342879,2.3959,0.91765949,0.59631939,3.971,0.198
4.2666584,-1.4215846,2.4238,2.39221778,3.80018838,5.028,-0.502
4.2666584,-1.4215846,2.4238,0.95289638,2.7093334,5.337,-0.17
4.2666584,-1.4215846,2.4238,2.76327261,0.24394752,2.337,-0.095
4.2666584,-1.4215846,2.4238,0.91765949,0.59631939,3.943,0.181
4.2290624,-1.3905064,2.4332,0.95289638,2.7093334,5.214,-0.179
4.2290624,-1.3905064,2.4332,2.76327261,0.24394752,2.249,-0.124
4.2290624,-1.3905064,2.4332,0.91765949,0.59631939,3.916,0.176
4.2049546,-1.3730958,2.4913,0.95289638,2.7093334,5.119,-0.252
4.2049546,-1.3730958,2.4913,0.91765949,0.59631939,3.916,0.101
4.1910832,-1.3630623,2.4903,0.95289638,2.7093334,5.119,-0.257
4.1910832,-1.3630623,2.4903,1.91856554,-0.82058089,2.248,0.387
4.1683405,-1.3452872,2.5325,0.91765949,0.59631939,3.863,0.08
4.1555769,-1.3358232,2.5469,1.91856554,-0.82058089,2.237,0.353
4.14263,-1.3274292,2.5552,1.91856554,-0.82058089,2.231,0.342
4.1294044,-1.3183091,2.5971,2.76327261,0.24394752,2.055,-0.299
4.1294044,-1.3183091,2.5971,1.91856554,-0.82058089,2.235,0.319
4.1039015,-1.3021774,2.6284,2.76327261,0.24394752,2.016,-0.339
4.1039015,-1.3021774,2.6284,1.91856554,-0.82058089,2.231,0.295
4.0902439,-1.2961848,2.6264,0.91765949,0.59631939,3.811,-0.01
4.0754197,-1.2870747,2.6419,0.91765949,0.59631939,3.764,-0.039
4.0754197,-1.2870747,2.6419,1.91856554,-0.82058089,2.206,0.276
4.0611259,-1.2798308,2.6468,1.91856554,-0.82058089,2.198,0.258
4.0321954,-1.2644553,2.6619,2.76327261,0.24394752,1.931,-0.382
4.0321954,-1.2644553,2.6619,1.91856554,-0.82058089,2.177,0.263
4.0161503,-1.2556414,2.6608,0.91765949,0.59631939,3.672,-0.062
4.0161503,-1.2556414,2.6608,1.91856554,-0.82058089,2.146,0.264
4.0009911,-1.2478074,2.6536,2.76327261,0.24394752,1.873,-0.392
4.0009911,-1.2478074,2.6536,1.91856554,-0.82058089,2.121,0.279
3.9865191,-1.2415437,2.6439,0.91765949,0.59631939,3.667,-0.043
3.9865191,-1.2415437,2.6439,1.91856554,-0.82058089,2.094,0.292
3.9586317,-1.2249858,2.6388,1.91856554,-0.82058089,2.067,0.285
3.9137713,-1.2008792,2.6307,0.91765949,0.59631939,3.583,-0.039
3.8853999,-1.1852803,2.6208,1.91856554,-0.82058089,1.97,0.322
3.8716497,-1.1783192,2.6112,1.91856554,-0.82058089,1.957,0.332
3.8585463,-1.1689912,2.614,0.91765949,0.59631939,3.535,-0.022
3.8585463,-1.1689912,2.614,1.91856554,-0.82058089,1.941,0.325
3.8420876,-1.161418,2.6105,0.91765949,0.59631939,3.486,-0.022
3.8272311,-1.1524053,2.6222,0.91765949,0.59631939,3.49,-0.029
3.8272311,-1.1524053,2.6222,1.91856554,-0.82058089,1.91,0.336
3.8136704,-1.145367,2.6189,1.91856554,-0.82058089,1.89,0.331
3.7963563,-1.134319,2.6138,2.76327261,0.24394752,1.668,-0.404
3.7963563,-1.134319,2.6138,1.91856554,-0.82058089,1.872,0.346
3.7810152,-1.1255412,2.6065,1.91856554,-0.82058089,1.851,0.346
3.7678443,-1.1176334,2.6011,1.91856554,-0.82058089,1.834,0.353
3.7525286,-1.1085159,2.5916,2.76327261,0.24394752,1.663,-0.37
3.7383896,-1.1005951,2.5841,0.91765949,0.59631939,3.374,0.01
3.7383896,-1.1005951,2.5841,1.91856554,-0.82058089,1.789,0.378
3.7253906,-1.0919122,2.5897,0.91765949,0.59631939,3.365,0.005
3.7253906,-1.0919122,2.5897,1.91856554,-0.82058089,1.77,0.384
3.7109338,-1.0842018,2.5834,2.76327261,0.24394752,1.591,-0.381
3.6956102,-1.0735019,2.5796,0.91765949,0.59631939,3.326,0.016
3.6956102,-1.0735019,2.5796,1.91856554,-0.82058089,1.73,0.396
3.6819588,-1.0666197,2.5651,0.91765949,0.59631939,3.323,0.024
3.6819588,-1.0666197,2.5651,1.91856554,-0.82058089,1.716,0.402
3.6688942,-1.0560465,2.5693,0.91765949,0.59631939,3.289,0.026
3.6537343,-1.0484398,2.5611,1.91856554,-0.82058089,1.691,0.413
3.6396603,-1.0378875,2.5698,0.91765949,0.59631939,3.276,0.031
3.6396603,-1.0378875,2.5698,1.91856554,-0.82058089,1.664,0.426
3.6246356,-1.0298096,2.5592,1.91856554,-0.82058089,1.637,0.426
3.610995,-1.0195607,2.5584,0.91765949,0.59631939,3.237,0.036
3.5697377,-0.9924895,2.5498,0.91765949,0.59631939,3.19,0.048
3.5697377,-0.9924895,2.5498,1.91856554,-0.82058089,1.574,0.452
3.5561187,-0.9839937,2.5412,0.95289638,2.7093334,4.401,-0.358
3.5428779,-0.975823,2.5353,0.91765949,0.59631939,3.149,0.059
3.5279333,-0.9651099,2.5322,2.76327261,0.24394752,1.427,-0.376
3.5279333,-0.9651099,2.5322,1.91856554,-0.82058089,1.504,0.484
3.5148898,-0.9569537,2.5313,0.91765949,0.59631939,3.126,0.051
3.5012497,-0.9459336,2.5304,2.76327261,0.24394752,1.349,-0.407
3.5012497,-0.9459336,2.5304,1.91856554,-0.82058089,1.45,0.511
3.4871443,-0.9375862,2.5217,0.95289638,2.7093334,4.269,-0.353
3.4871443,-0.9375862,2.5217,1.91856554,-0.82058089,1.452,0.504
3.447723,-0.9091585,2.5114,0.91765949,0.59631939,3.017,0.087
3.4064702,-0.8794118,2.5012,2.76327261,0.24394752,1.29,-0.386
3.4064702,-0.8794118,2.5012,0.91765949,0.59631939,2.968,0.1
3.3927985,-0.8708001,2.4886,0.95289638,2.7093334,4.218,-0.332
3.3927985,-0.8708001,2.4886,0.91765949,0.59631939,2.953,0.106
3.37897,-0.8590275,2.4903,0.91765949,0.59631939,2.952,0.112
3.3656499,-0.8510985,2.4774,0.91765949,0.59631939,2.89,0.12
3.3532589,-0.8394085,2.488,2.76327261,0.24394752,1.209,-0.41
3.3532589,-0.8394085,2.488,0.95289638,2.7093334,4.151,-0.328
3.3532589,-0.8394085,2.488,0.91765949,0.59631939,2.885,0.114
3.3280821,-0.8214513,2.4852,0.91765949,0.59631939,2.863,0.096
3.3175863,-0.8137488,2.5844,0.91765949,0.59631939,2.846,0.022
3.307369,-0.8077305,2.6736,1.91856554,-0.82058089,1.29,0.493
3.2948494,-0.8013502,2.7382,1.91856554,-0.82058089,1.329,0.4
3.2835509,-0.7960739,2.7962,1.91856554,-0.82058089,1.357,0.332
3.2700431,-0.7910133,2.8482,0.91765949,0.59631939,2.755,-0.24
3.2550087,-0.7866929,2.9076,1.91856554,-0.82058089,1.359,0.27
3.240363,-0.7834377,2.9641,1.91856554,-0.82058089,1.355,0.197
3.2268324,-0.7805691,3.0071,1.91856554,-0.82058089,1.36,0.158
3.2079739,-0.7779784,3.0601,0.84527678,-1.61673856,2.38,0.416
3.1765178,-0.7759909,3.0639,0.91765949,0.59631939,2.434,-0.483
3.1765178,-0.7759909,3.0639,0.84527678,-1.61673856,2.364,0.398
3.1323357,-0.7728489,3.0628,0.84527678,-1.61673856,2.313,0.407
3.1164917,-0.7725136,3.0618,0.84527678,-1.61673856,2.305,0.411
3.0995322,-0.7699834,3.0657,0.84527678,-1.61673856,2.284,0.413
3.0843537,-0.7704095,3.0574,0.84527678,-1.61673856,2.283,0.415
3.0526297,-0.7676,3.0612,0.84527678,-1.61673856,2.243,0.421
3.0386599,-0.7673003,3.0597,0.84527678,-1.61673856,2.22,0.424
3.0229799,-0.7649188,3.0648,0.91765949,0.59631939,2.285,-0.503
3.0229799,-0.7649188,3.0648,0.84527678,-1.61673856,2.208,0.425
3.0067708,-0.7645793,3.0572,0.84527678,-1.61673856,2.215,0.426
2.9769726,-0.7607198,3.0656,1.91856554,-0.82058089,1.125,0.095
2.9603935,-0.7612721,3.0576,0.84527678,-1.61673856,2.144,0.438
2.9456968,-0.7595916,3.062,1.91856554,-0.82058089,1.088,0.11
2.9456968,-0.7595916,3.062,0.84527678,-1.61673856,2.128,0.442
2.928959,-0.7581812,3.0636,0.84527678,-1.61673856,2.112,0.444
2.9161375,-0.7580702,3.0554,1.91856554,-0.82058089,1.065,0.098
2.8983488,-0.7557921,2.9022,0.91765949,0.59631939,2.289,-0.397
2.8887406,-0.7541892,2.831,0.91765949,0.59631939,2.343,-0.298
2.8801213,-0.7513738,2.7521,0.91765949,0.59631939,2.394,-0.236
2.8644589,-0.7450573,2.6059,0.91765949,0.59631939,2.434,-0.104
2.8566924,-0.7400191,2.5359,0.91765949,0.59631939,2.434,0.0
2.8484071,-0.7351364,2.462,0.91765949,0.59631939,2.416,0.06
2.8430346,-0.7307313,2.404,0.91765949,0.59631939,2.395,0.12
2.8349445,-0.7245646,2.3398,0.91765949,0.59631939,2.373,0.175
2.8202803,-0.708759,2.2389,0.91765949,0.59631939,2.3,0.282
2.8119455,-0.700418,2.1968,0.91765949,0.59631939,2.263,0.316
2.805231,-0.6900826,2.1901,0.91765949,0.59631939,2.225,0.34
2.7987189,-0.6816698,2.184,0.91765949,0.59631939,2.227,0.33
2.79144,-0.671771,2.1858,0.91765949,0.59631939,2.207,0.342
2.7843178,-0.6619393,2.189,0.91765949,0.59631939,2.199,0.345
2.7777402,-0.6528614,2.1905,0.91765949,0.59631939,2.178,0.345
2.7706401,-0.643023,2.1915,0.91765949,0.59631939,2.178,0.344
2.7633226,-0.6331291,2.1909,0.91765949,0.59631939,2.153,0.36
2.7536525,-0.620456,2.1884,0.91765949,0.59631939,2.139,0.35
2.7454603,-0.6079886,2.1913,0.91765949,0.59631939,2.12,0.364
2.7367082,-0.5956145,2.2098,0.91765949,0.59631939,2.135,0.317
2.7259293,-0.5826005,2.2833,0.91765949,0.59631939,2.158,0.27
2.7168791,-0.5715894,2.3442,0.91765949,0.59631939,2.169,0.197
2.7063699,-0.5613839,2.3999,0.91765949,0.59631939,2.179,0.167
2.6959124,-0.5514302,2.4511,0.91765949,0.59631939,2.176,0.124
2.6842735,-0.5420668,2.5025,0.91765949,0.59631939,2.171,0.061
2.67036,-0.5319111,2.5471,0.91765949,0.59631939,2.168,0.025
2.6582449,-0.5252349,2.5412,0.91765949,0.59631939,2.146,0.019
2.6312664,-0.5065882,2.5415,0.91765949,0.59631939,2.111,0.021
2.6188477,-0.4985719,2.5382,0.91765949,0.59631939,2.113,0.033
2.6055073,-0.488894,2.542,0.91765949,0.59631939,2.089,0.021
2.5925405,-0.481314,2.537,0.91765949,0.59631939,2.065,0.024
2.5799349,-0.4714027,2.542,0.91765949,0.59631939,2.057,0.034
2.5528459,-0.4544252,2.5395,0.91765949,0.59631939,2.022,0.021
2.5401583,-0.4448901,2.5436,0.91765949,0.59631939,2.008,0.022
2.5271039,-0.4375746,2.5371,0.91765949,0.59631939,1.977,0.025
2.5133902,-0.427308,2.5449,0.91765949,0.59631939,1.962,0.023
2.5008694,-0.419612,2.5425,0.91765949,0.59631939,1.958,0.039
2.4871027,-0.4107567,2.5399,0.91765949,0.59631939,1.939,0.024
2.4621697,-0.3937977,2.5385,0.91765949,0.59631939,1.91,0.026
2.4494503,-0.3851077,2.5378,0.91765949,0.59631939,1.904,-0.0
2.4357956,-0.3764164,2.5372,0.91765949,0.59631939,1.877,0.026
2.4134076,-0.3621044,2.6533,0.91765949,0.59631939,1.834,-0.074
2.4028943,-0.3561383,2.7384,0.91765949,0.59631939,1.825,-0.145
2.3910162,-0.3510781,2.8281,0.91765949,0.59631939,1.763,-0.261
2.3789437,-0.3474518,2.8935,0.91765949,0.59631939,1.714,-0.329
2.3661304,-0.3436398,2.9534,0.91765949,0.59631939,1.671,-0.384
2.3518599,-0.3409393,3.0142,0.91765949,0.59631939,1.651,-0.427
2.3223966,-0.3378765,3.1152,0.91765949,0.59631939,1.523,-0.551
1.8462583,-0.3495036,2.7701,0.91765949,0.59631939,1.255,-0.482
1.8352104,-0.3461601,2.672,0.91765949,0.59631939,1.302,-0.365
1.8258174,-0.3416664,2.5879,0.91765949,0.59631939,1.32,-0.283
1.8166767,-0.3360533,2.4985,0.91765949,0.59631939,1.332,-0.192
1.8075543,-0.3300028,2.4017,0.91765949,0.59631939,1.346,-0.087
1.7997147,-0.322728,2.3212,0.91765949,0.59631939,1.333,-0.005
1.7923873,-0.3159767,2.2396,0.91765949,0.59631939,1.321,0.085
1.7831835,-0.3052872,2.1346,0.91765949,0.59631939,1.302,0.155
1.777124,-0.2945315,2.1722,0.91765949,0.59631939,1.295,0.131
1.7664396,-0.2804227,2.2114,0.91765949,0.59631939,1.277,0.136
1.7569048,-0.2670025,2.2112,0.91765949,0.59631939,1.264,0.116
1.7476269,-0.2562206,2.2056,0.91765949,0.59631939,1.245,0.12
1.7382242,-0.2420482,2.213,0.8891764,4.40906195,4.334,-0.466
1.7382242,-0.2420482,2.213,0.95289638,2.7093334,3.044,-0.377
1.7382242,-0.2420482,2.213,0.91765949,0.59631939,1.233,0.125
1.7184188,-0.2151048,2.2155,0.95289638,2.7093334,2.88,-0.387
1.7184188,-0.2151048,2.2155,0.91765949,0.59631939,1.196,0.133
1.707241,-0.2025033,2.2081,0.91765949,0.59631939,1.212,0.082
1.6977231,-0.1869746,2.2133,0.91765949,0.59631939,1.165,0.127
1.6879675,-0.1763707,2.2059,0.95289638,2.7093334,2.886,-0.397
1.6879675,-0.1763707,2.2059,0.91765949,0.59631939,1.152,0.13
1.6792646,-0.1638569,2.2101,0.91765949,0.59631939,1.139,0.168
1.6680994,-0.1495129,2.2078,0.95289638,2.7093334,2.863,-0.404
1.6680994,-0.1495129,2.2078,0.91765949,0.59631939,1.12,0.166
1.6591075,-0.1388086,2.2051,0.95289638,2.7093334,2.826,-0.407
1.6591075,-0.1388086,2.2051,0.91765949,0.59631939,1.101,0.137
1.6497065,-0.1242777,2.2158,0.95289638,2.7093334,2.809,-0.414
1.6388766,-0.1124406,2.2058,0.95289638,2.7093334,2.794,-0.414
1.6388766,-0.1124406,2.2058,0.91765949,0.59631939,1.07,0.14
1.5493911,0.0650437,1.7514,0.8891764,4.40906195,4.471,-0.043
1.5473893,0.080891,1.7528,0.95289638,2.7093334,2.808,0.049
1.542542,0.1425334,1.4318,3.26730988,2.52731607,2.704,-0.495
1.5452311,0.1599758,1.4271,2.39221778,3.80018838,3.814,-0.087
1.5494828,0.1895264,1.3615,2.39221778,3.80018838,3.797,-0.017
1.5494828,0.1895264,1.3615,0.95289638,2.7093334,2.434,0.449
1.5526455,0.2062027,1.3252,0.95289638,2.7093334,2.375,0.477
1.5605779,0.2390051,1.2946,0.95289638,2.7093334,2.303,0.51
1.5632174,0.249751,1.2802,3.26730988,2.52731607,2.79,-0.353
1.5688415,0.2657389,1.2788,3.26730988,2.52731607,2.747,-0.358
1.5688415,0.2657389,1.2788,0.95289638,2.7093334,2.27,0.518
1.5729648,0.2815975,1.2704,3.26730988,2.52731607,2.72,-0.355
1.5729648,0.2815975,1.2704,0.95289638,2.7093334,2.252,0.522
1.5781822,0.2967038,1.2732,3.26730988,2.52731607,2.715,-0.361
1.5781822,0.2967038,1.2732,0.95289638,2.7093334,2.24,0.522
1.5825805,0.3136272,1.2816,3.26730988,2.52731607,2.692,-0.37
1.5825805,0.3136272,1.2816,0.95289638,2.7093334,2.231,0.523
1.5884402,0.330304,1.2785,3.26730988,2.52731607,2.676,-0.369
1.5924155,0.3469914,1.2719,3.26730988,2.52731607,2.655,-0.364
1.5983032,0.3625179,1.2763,3.26730988,2.52731607,2.634,-0.367
1.6124067,0.4097902,1.2769,2.39221778,3.80018838,3.533,0.062
1.6215096,0.4408116,1.2625,2.39221778,3.80018838,3.54,0.08
1.6267128,0.4575383,1.2612,3.26730988,2.52731607,2.536,-0.367
1.6316778,0.4716455,1.269,2.39221778,3.80018838,3.523,0.074
1.6373715,0.4903141,1.266,2.39221778,3.80018838,3.477,0.077
1.6421521,0.506408,1.2605,3.26730988,2.52731607,2.517,-0.376
1.6471002,0.522735,1.2651,2.39221778,3.80018838,3.425,0.078
1.6519761,0.5397342,1.2685,2.39221778,3.80018838,3.415,0.077
1.6621132,0.5730453,1.2531,3.26730988,2.52731607,2.424,-0.375
1.6621132,0.5730453,1.2531,2.39221778,3.80018838,3.372,0.095
1.6663234,0.5888129,1.2512,2.39221778,3.80018838,3.367,0.093
1.6723856,0.6084422,1.2621,3.26730988,2.52731607,2.383,-0.39
1.6723856,0.6084422,1.2621,2.39221778,3.80018838,3.332,0.085
1.6825606,0.6418807,1.2484,3.26730988,2.52731607,2.365,-0.388
1.6825606,0.6418807,1.2484,2.39221778,3.80018838,3.309,0.093
1.6896977,0.6601912,1.2601,3.26730988,2.52731607,2.394,-0.375
1.6896977,0.6601912,1.2601,2.39221778,3.80018838,3.297,0.09
1.6939965,0.6766725,1.2537,3.26730988,2.52731607,2.31,-0.393
1.6939965,0.6766725,1.2537,2.39221778,3.80018838,3.254,0.095
1.7008035,0.6949673,1.2603,2.39221778,3.80018838,3.25,0.091
1.7073019,0.713771,1.2499,3.26730988,2.52731607,2.286,-0.394
1.7073019,0.713771,1.2499,2.39221778,3.80018838,3.224,0.101
1.7110512,0.7300666,1.2489,3.26730988,2.52731607,2.261,-0.397
1.7110512,0.7300666,1.2489,4.13634588,3.60883503,3.641,-0.371
1.7110512,0.7300666,1.2489,2.39221778,3.80018838,3.193,0.102
1.7182127,0.7469988,1.2496,3.26730988,2.52731607,2.255,-0.398
1.7182127,0.7469988,1.2496,4.13634588,3.60883503,3.588,-0.372
1.7182127,0.7469988,1.2496,2.39221778,3.80018838,3.179,0.103
1.7222512,0.7647049,1.2475,3.26730988,2.52731607,2.227,-0.404
1.7222512,0.7647049,1.2475,4.13634588,3.60883503,3.588,-0.376
1.7222512,0.7647049,1.2475,2.39221778,3.80018838,3.156,0.103
1.729016,0.7809802,1.2443,3.26730988,2.52731607,2.222,-0.401
1.729016,0.7809802,1.2443,4.13634588,3.60883503,3.564,-0.374
1.729016,0.7809802,1.2443,2.39221778,3.80018838,3.14,0.108
1.7335327,0.7973118,1.2472,3.26730988,2.52731607,2.194,-0.41
1.7335327,0.7973118,1.2472,4.13634588,3.60883503,3.529,-0.381
1.7335327,0.7973118,1.2472,2.39221778,3.80018838,3.131,0.103
1.7395308,0.8139135,1.2595,3.26730988,2.52731607,2.205,-0.404
1.7395308,0.8139135,1.2595,4.13634588,3.60883503,3.529,-0.392
1.7395308,0.8139135,1.2595,2.39221778,3.80018838,3.139,0.098
1.7453907,0.8306644,1.2485,3.26730988,2.52731607,2.178,-0.406
1.7453907,0.8306644,1.2485,4.13634588,3.60883503,3.536,-0.386
1.7453907,0.8306644,1.2485,2.39221778,3.80018838,3.091,0.103
1.7497771,0.8466052,1.2397,3.26730988,2.52731607,2.145,-0.413
1.7497771,0.8466052,1.2397,4.13634588,3.60883503,3.502,-0.381
1.7497771,0.8466052,1.2397,2.39221778,3.80018838,3.069,0.111
1.7567135,0.863707,1.2416,3.26730988,2.52731607,2.122,-0.417
1.7567135,0.863707,1.2416,4.13634588,3.60883503,3.486,-0.384
1.7567135,0.863707,1.2416,2.39221778,3.80018838,3.051,0.109
1.7608978,0.8802491,1.2492,3.26730988,2.52731607,2.117,-0.423
1.7608978,0.8802491,1.2492,4.13634588,3.60883503,3.46,-0.392
1.7608978,0.8802491,1.2492,2.39221778,3.80018838,3.076,0.105
1.7672327,0.8955657,1.2488,2.39221778,3.80018838,3.076,0.096
1.7712313,0.9122957,1.2366,3.26730988,2.52731607,2.084,-0.42
1.7712313,0.9122957,1.2366,4.13634588,3.60883503,3.401,-0.385
1.7712313,0.9122957,1.2366,2.39221778,3.80018838,3.0,0.117
1.7786525,0.9279267,1.2358,3.26730988,2.52731607,2.062,-0.417
1.7786525,0.9279267,1.2358,4.13634588,3.60883503,3.41,-0.384
1.7786525,0.9279267,1.2358,2.39221778,3.80018838,2.985,0.114
1.7830717,0.9451927,1.235,3.26730988,2.52731607,2.036,-0.43
1.7830717,0.9451927,1.235,2.39221778,3.80018838,2.981,0.11
1.7893808,0.9599108,1.2451,3.26730988,2.52731607,2.037,-0.437
1.7893808,0.9599108,1.2451,4.13634588,3.60883503,3.403,-0.395
1.7893808,0.9599108,1.2451,2.39221778,3.80018838,2.983,0.113
1.7939218,0.9780623,1.2384,3.26730988,2.52731607,2.027,-0.436
1.7939218,0.9780623,1.2384,4.13634588,3.60883503,3.381,-0.397
1.7939218,0.9780623,1.2384,2.39221778,3.80018838,2.963,0.118
1.8006927,0.9947711,1.2437,3.26730988,2.52731607,1.985,-0.44
1.8006927,0.9947711,1.2437,4.13634588,3.60883503,3.297,-0.402
1.8006927,0.9947711,1.2437,2.39221778,3.80018838,2.906,0.119
1.8057021,1.0107981,1.233,3.26730988,2.52731607,1.981,-0.438
1.8057021,1.0107981,1.233,4.13634588,3.60883503,3.297,-0.399
1.8057021,1.0107981,1.233,2.39221778,3.80018838,2.902,0.126
1.8115953,1.0275521,1.2395,3.26730988,2.52731607,1.964,-0.444
1.8115953,1.0275521,1.2395,4.13634588,3.60883503,3.264,-0.403
1.8115953,1.0275521,1.2395,2.39221778,3.80018838,2.884,0.125
1.8170908,1.0439965,1.2302,3.26730988,2.52731607,1.961,-0.445
1.8170908,1.0439965,1.2302,4.13634588,3.60883503,3.297,-0.402
1.8170908,1.0439965,1.2302,2.39221778,3.80018838,2.887,0.126
1.8229015,1.0619416,1.2272,3.26730988,2.52731607,1.936,-0.441
1.8229015,1.0619416,1.2272,4.13634588,3.60883503,3.255,-0.398
1.8229015,1.0619416,1.2272,2.39221778,3.80018838,2.844,0.136
1.8290079,1.0776105,1.2174,3.26730988,2.52731607,1.919,-0.437
1.8290079,1.0776105,1.2174,4.13634588,3.60883503,3.244,-0.392
1.8290079,1.0776105,1.2174,2.39221778,3.80018838,2.814,0.142
1.8346594,1.0932087,1.2102,4.13634588,3.60883503,3.306,-0.374
1.8346594,1.0932087,1.2102,2.39221778,3.80018838,2.808,0.166
1.8408974,1.1101806,1.2135,3.26730988,2.52731607,1.915,-0.427
1.8408974,1.1101806,1.2135,4.13634588,3.60883503,3.247,-0.378
1.8408974,1.1101806,1.2135,2.39221778,3.80018838,2.797,0.163
1.8448969,1.1224976,1.3057,2.39221778,3.80018838,2.802,0.091
1.8477261,1.1338599,1.4075,2.39221778,3.80018838,2.781,-0.025
1.8477261,1.1338599,1.4075,0.8891764,4.40906195,3.143,0.459
1.8512684,1.1570241,1.4343,0.8891764,4.40906195,3.178,0.407
1.8511991,1.1676936,1.3363,2.39221778,3.80018838,2.765,-0.013
1.8539929,1.1793007,1.2543,2.39221778,3.80018838,2.729,0.105
1.8567335,1.1880292,1.1749,4.13634588,3.60883503,3.157,-0.378
1.8567335,1.1880292,1.1749,2.39221778,3.80018838,2.699,0.177
1.8623628,1.1999052,1.0678,2.39221778,3.80018838,2.642,0.256
1.8682103,1.2100754,0.9811,2.39221778,3.80018838,2.539,0.371
1.8754039,1.2211535,0.8934,3.26730988,2.52731607,1.944,-0.168
1.8754039,1.2211535,0.8934,2.39221778,3.80018838,2.454,0.452
